Municipio,Total,Cafe,Cana,Milho,Soja,Soja_norm,Milho_norm,Cana_norm,Cafe_norm,DPF,Classificacao
São Miguel das Missões (RS),125711,0.0,15.0,10500.0,74200.0,0.12366666666666666,0.021,0.000125,0.0,0.06092499999999999,D - Baixo
Mamborê (PR),108050,0.0,0.0,31000.0,60400.0,0.10066666666666667,0.062,0.0,0.0,0.0608,D - Baixo
Vicentinópolis (GO),62571,0.0,22000.0,9140.0,26000.0,0.043333333333333335,0.01828,0.18333333333333332,0.0,0.06073666666666667,D - Baixo
Nova Xavantina (MT),91605,0.0,0.0,16000.0,70000.0,0.11666666666666667,0.032,0.0,0.0,0.060500000000000005,D - Baixo
Turvelândia (GO),66598,0.0,19000.0,9500.0,32000.0,0.05333333333333334,0.019,0.15833333333333333,0.0,0.060416666666666674,D - Baixo
Mojuí dos Campos (PA),94043,0.0,10.0,30500.0,60000.0,0.1,0.061,8.333333333333333e-05,0.0,0.06026666666666667,D - Baixo
Luís Antônio (SP),39962,50.0,35000.0,600.0,1500.0,0.0025,0.0012,0.2916666666666667,0.0011674060238150829,0.059875073935714854,D - Baixo
Lençóis Paulista (SP),38708,520.0,33520.0,100.0,3500.0,0.005833333333333334,0.0002,0.2793333333333333,0.012141022647676861,0.05975576893143436,D - Baixo
Gouvelândia (GO),42881,0.0,30667.0,900.0,10800.0,0.018,0.0018,0.25555833333333333,0.0,0.05966166666666667,D - Baixo
Juti (MS),60576,0.0,20345.0,15300.0,24000.0,0.04,0.0306,0.16954166666666667,0.0,0.05955833333333334,D - Baixo
Paulo de Faria (SP),41168,0.0,34000.0,500.0,3500.0,0.005833333333333334,0.001,0.2833333333333333,0.0,0.05954166666666667,D - Baixo
Santa Bárbara do Sul (RS),112420,0.0,5.0,6500.0,75000.0,0.125,0.013,4.1666666666666665e-05,0.0,0.05950833333333334,D - Baixo
Maracaí (SP),69349,0.0,15382.0,26600.0,26935.0,0.04489166666666667,0.0532,0.12818333333333334,0.0,0.059137916666666665,D - Baixo
Cafelândia (SP),41214,220.0,34118.0,242.0,2100.0,0.0035,0.000484,0.28431666666666666,0.005136586504786365,0.059072991983811975,D - Baixo
Araçatuba (SP),44463,37.0,32000.0,100.0,7200.0,0.012,0.0002,0.26666666666666666,0.0008638804576231613,0.05886972137909566,D - Baixo
Sandovalina (SP),38694,0.0,33792.0,2000.0,2000.0,0.0033333333333333335,0.004,0.2816,0.0,0.05882000000000001,D - Baixo
São Miguel do Iguaçu (PR),96027,1.0,35.0,46480.0,47300.0,0.07883333333333334,0.09296,0.0002916666666666667,2.334812047630166e-05,0.05877566814538097,D - Baixo
Pitangueiras (SP),36972,4.0,34800.0,220.0,600.0,0.001,0.00044,0.29,9.339248190520663e-05,0.058569339248190515,D - Baixo
Niquelândia (GO),85348,275.0,530.0,8910.0,70000.0,0.11666666666666667,0.01782,0.004416666666666667,0.006420733130982956,0.058480406646431636,D - Baixo
São Raimundo das Mangabeiras (MA),62834,0.0,20282.0,25026.0,16020.0,0.0267,0.050052,0.16901666666666668,0.0,0.05833133333333334,D - Baixo
Corumbiara (RO),89734,25.0,20.0,33020.0,54743.0,0.09123833333333334,0.06604,0.00016666666666666666,0.0005837030119075414,0.05765895363452409,D - Baixo
Porteirão (GO),51600,0.0,25200.0,8800.0,15000.0,0.025,0.0176,0.21,0.0,0.05765000000000001,D - Baixo
Nobres (MT),87526,0.0,15.0,30409.0,56430.0,0.09405,0.060818,0.000125,0.0,0.05755199999999999,D - Baixo
Vila Propício (GO),52745,0.0,23500.0,8000.0,19000.0,0.03166666666666667,0.016,0.19583333333333333,0.0,0.05741666666666667,D - Baixo
Rio Pardo (RS),91636,0.0,15.0,4000.0,73370.0,0.12228333333333333,0.008,0.000125,0.0,0.0570525,D - Baixo
Monte Carmelo (MG),51005,16200.0,16.0,5000.0,22000.0,0.03666666666666667,0.01,0.00013333333333333334,0.37823955171608686,0.056850621838275356,D - Baixo
Palotina (PR),91624,0.0,50.0,44800.0,45790.0,0.07631666666666667,0.0896,0.0004166666666666667,0.0,0.05682583333333333,D - Baixo
Vacaria (RS),107626,0.0,0.0,11600.0,68000.0,0.11333333333333333,0.0232,0.0,0.0,0.056799999999999996,D - Baixo
São Sepé (RS),96915,0.0,10.0,3130.0,73500.0,0.1225,0.00626,8.333333333333333e-05,0.0,0.05670666666666666,D - Baixo
Iguatemi (MS),79877,0.0,7922.0,26600.0,40000.0,0.06666666666666667,0.0532,0.06601666666666667,0.0,0.056503333333333336,D - Baixo
Araras (SP),36935,218.0,32000.0,200.0,3000.0,0.005,0.0004,0.26666666666666666,0.005089890263833761,0.05619232235971671,D - Baixo
Iepê (SP),53083,0.0,20000.0,12040.0,21000.0,0.035,0.02408,0.16666666666666666,0.0,0.05510333333333334,D - Baixo
Barra do Garças (MT),80624,0.0,0.0,17000.0,61852.0,0.10308666666666666,0.034,0.0,0.0,0.054889,D - Baixo
Ipuã (SP),37796,0.0,29389.0,1135.0,6537.0,0.010895,0.00227,0.24490833333333334,0.0,0.054451916666666676,D - Baixo
Ibitinga (SP),43219,24.0,31000.0,800.0,2500.0,0.004166666666666667,0.0016,0.25833333333333336,0.0005603548914312398,0.0539977021558098,D - Baixo
Antônio João (MS),86519,0.0,0.0,25000.0,55000.0,0.09166666666666666,0.05,0.0,0.0,0.05374999999999999,D - Baixo
Manhuaçu (MG),25374,22600.0,5.0,1550.0,0.0,0.0,0.0031,4.1666666666666665e-05,0.5276675227644174,0.053550085609775075,D - Baixo
Serra do Salitre (MG),47937,16000.0,0.0,10000.0,14500.0,0.024166666666666666,0.02,0.0,0.3735699276208265,0.05323199276208265,D - Baixo
Cumaru do Norte (PA),81800,0.0,0.0,30500.0,50000.0,0.08333333333333333,0.061,0.0,0.0,0.05275,D - Baixo
Água Comprida (MG),48412,0.0,25000.0,4000.0,12000.0,0.02,0.008,0.20833333333333334,0.0,0.052666666666666674,D - Baixo
Currais (PI),76952,0.0,40.0,18415.0,57763.0,0.09627166666666667,0.03683,0.0003333333333333333,0.0,0.05259641666666667,D - Baixo
Campos Novos (SC),90879,0.0,0.0,9144.0,64000.0,0.10666666666666667,0.018288,0.0,0.0,0.052572,D - Baixo
Alfenas (MG),47699,12785.0,3500.0,12200.0,14000.0,0.023333333333333334,0.0244,0.029166666666666667,0.2985057202895167,0.052283905362285006,D - Baixo
Montes Claros de Goiás (GO),62850,0.0,6750.0,4000.0,52000.0,0.08666666666666667,0.008,0.05625,0.0,0.052250000000000005,D - Baixo
Porto Velho (RO),89945,2595.0,56.0,21000.0,46994.0,0.07832333333333333,0.042,0.00046666666666666666,0.0605883726360028,0.051897670596933614,D - Baixo
Santo Antônio das Missões (RS),94864,0.0,105.0,7500.0,63500.0,0.10583333333333333,0.015,0.000875,0.0,0.051550000000000006,D - Baixo
Ponta Grossa (PR),96057,0.0,0.0,5550.0,64900.0,0.10816666666666666,0.0111,0.0,0.0,0.051449999999999996,D - Baixo
Pedregulho (SP),26552,16500.0,6400.0,2300.0,1300.0,0.0021666666666666666,0.0046,0.05333333333333334,0.38524398785897734,0.051316065452564404,D - Baixo
Pederneiras (SP),36445,22.0,28000.0,2947.0,4056.0,0.00676,0.005894,0.23333333333333334,0.0005136586504786365,0.05123353253171453,D - Baixo
Pereira Barreto (SP),33518,0.0,29700.0,425.0,2000.0,0.0033333333333333335,0.00085,0.2475,0.0,0.0512125,D - Baixo
Mirandópolis (SP),34001,17.0,30000.0,550.0,1100.0,0.0018333333333333333,0.0011,0.25,0.0003969180480971282,0.05113969180480971,D - Baixo
Prata (MG),70575,0.0,10350.0,1447.0,44000.0,0.07333333333333333,0.002894,0.08625,0.0,0.050973500000000005,D - Baixo
Castilho (SP),32400,0.0,30000.0,400.0,800.0,0.0013333333333333333,0.0008,0.25,0.0,0.050800000000000005,D - Baixo
Alto Parnaíba (MA),76361,0.0,0.0,14901.0,57550.0,0.09591666666666666,0.029802,0.0,0.0,0.050613,D - Baixo
Monte Alegre de Minas (MG),65257,132.0,8350.0,5250.0,45000.0,0.075,0.0105,0.06958333333333333,0.003081951902871819,0.05059986185695385,D - Baixo
Nova Santa Helena (MT),80634,260.0,10.0,33000.0,44500.0,0.07416666666666667,0.066,8.333333333333333e-05,0.006070511323838431,0.05049871779905051,D - Baixo
Palestina (SP),35824,0.0,28728.0,1100.0,2741.0,0.004568333333333333,0.0022,0.2394,0.0,0.05048575,D - Baixo
Campos dos Goytacazes (RJ),31765,0.0,30000.0,50.0,440.0,0.0007333333333333333,0.0001,0.25,0.0,0.050355000000000004,D - Baixo
Dois Córregos (SP),29955,3000.0,25500.0,70.0,1020.0,0.0017,0.00014,0.2125,0.07004436142890497,0.0503044361428905,D - Baixo
Riachão (MA),78706,0.0,4.0,21470.0,52620.0,0.0877,0.04294,3.3333333333333335e-05,0.0,0.05020666666666667,D - Baixo
Penápolis (SP),37668,50.0,27722.0,500.0,4800.0,0.008,0.001,0.23101666666666668,0.0011674060238150829,0.05017007393571485,D - Baixo
Canguçu (RS),84558,0.0,0.0,7200.0,62000.0,0.10333333333333333,0.0144,0.0,0.0,0.0501,D - Baixo
Giruá (RS),107601,0.0,50.0,7000.0,62000.0,0.10333333333333333,0.014,0.0004166666666666667,0.0,0.050083333333333334,D - Baixo
Caseara (TO),79521,0.0,0.0,22012.0,52023.0,0.086705,0.044024,0.0,0.0,0.050023250000000005,D - Baixo
Patos de Minas (MG),68520,9175.0,126.0,13000.0,29150.0,0.04858333333333333,0.026,0.00105,0.21421900537006772,0.04999440053700677,D - Baixo
Monte do Carmo (TO),75820,0.0,15.0,21636.0,52086.0,0.08681,0.043272,0.000125,0.0,0.0499075,D - Baixo
Brotas (SP),38476,518.0,28000.0,500.0,2330.0,0.0038833333333333333,0.001,0.23333333333333334,0.01209432640672426,0.049873599307339096,D - Baixo
Taquaritinga (SP),39888,0.0,28700.0,1000.0,1750.0,0.002916666666666667,0.002,0.23916666666666667,0.0,0.04964583333333334,D - Baixo
Lapa (PR),80041,0.0,0.0,5650.0,61890.0,0.10315,0.0113,0.0,0.0,0.0492425,D - Baixo
Capão do Cipó (RS),82386,0.0,31.0,1240.0,63900.0,0.1065,0.00248,0.00025833333333333334,0.0,0.04859666666666667,D - Baixo
Castro (PR),102561,0.0,0.0,14950.0,54500.0,0.09083333333333334,0.0299,0.0,0.0,0.048350000000000004,D - Baixo
Ipojuca (PE),29715,0.0,29000.0,0.0,0.0,0.0,0.0,0.24166666666666667,0.0,0.04833333333333334,D - Baixo
Nova Ponte (MG),60914,610.0,11000.0,12100.0,30000.0,0.05,0.0242,0.09166666666666666,0.014242353490544011,0.04830756868238773,D - Baixo
Palmeira (PR),102437,0.0,0.0,7900.0,59100.0,0.0985,0.0158,0.0,0.0,0.048275000000000005,D - Baixo
Canabrava do Norte (MT),72000,0.0,0.0,23000.0,49000.0,0.08166666666666667,0.046,0.0,0.0,0.04825,D - Baixo
Veríssimo (MG),33578,0.0,26000.0,630.0,6000.0,0.01,0.00126,0.21666666666666667,0.0,0.048148333333333335,D - Baixo
Muitos Capões (RS),98604,0.0,0.0,15000.0,53700.0,0.0895,0.03,0.0,0.0,0.047775,D - Baixo
Campos Gerais (MG),27571,19000.0,28.0,2200.0,3000.0,0.005,0.0044,0.00023333333333333333,0.4436142890497315,0.04775809557163982,D - Baixo
Sebastião Leal (PI),86834,0.0,0.0,14649.0,53720.0,0.08953333333333334,0.029298,0.0,0.0,0.047614500000000004,D - Baixo
Chupinguaia (RO),73272,48.0,2.0,28483.0,44269.0,0.07378166666666666,0.056966,1.6666666666666667e-05,0.0011207097828624796,0.04755865431161959,D - Baixo
Quatá (SP),31858,76.0,27000.0,150.0,3000.0,0.005,0.0003,0.225,0.001774457156198926,0.0475024457156199,D - Baixo
Campo Mourão (PR),92266,5.0,5.0,20500.0,49500.0,0.0825,0.041,4.1666666666666665e-05,0.00011674060238150829,0.04739500739357149,D - Baixo
Maçambará (RS),106027,0.0,0.0,2500.0,61500.0,0.1025,0.005,0.0,0.0,0.047375,D - Baixo
Inaciolândia (GO),41953,0.0,20000.0,5588.0,14800.0,0.024666666666666667,0.011176,0.16666666666666666,0.0,0.04722733333333333,D - Baixo
Borborema (SP),34929,27.0,27800.0,0.0,1075.0,0.0017916666666666667,0.0,0.23166666666666666,0.0006303992528601447,0.047202623258619354,D - Baixo
Pontes e Lacerda (MT),69394,31.0,0.0,6800.0,58018.0,0.09669666666666667,0.0136,0.0,0.0007237917347653514,0.04698587917347654,D - Baixo
Pompéu (MG),31263,0.0,26580.0,2700.0,1500.0,0.0025,0.0054,0.2215,0.0,0.046775000000000004,D - Baixo
Descalvado (SP),33545,420.0,26500.0,1200.0,1100.0,0.0018333333333333333,0.0024,0.22083333333333333,0.009806210600046696,0.04657228772667134,D - Baixo
Passos (MG),48089,3370.0,12860.0,9400.0,16500.0,0.0275,0.0188,0.10716666666666666,0.07868316600513658,0.04637664993384699,D - Baixo
Sertãozinho (SP),29740,0.0,27500.0,240.0,500.0,0.0008333333333333334,0.00048,0.22916666666666666,0.0,0.04632833333333334,D - Baixo
Vilhena (RO),81432,38.0,2.0,28515.0,42514.0,0.07085666666666667,0.05703,1.6666666666666667e-05,0.000887228578099463,0.04623505619114328,D - Baixo
Machado (MG),35141,15506.0,300.0,5500.0,9000.0,0.015,0.011,0.0025,0.3620359561055335,0.04620359561055336,D - Baixo
São Joaquim da Barra (SP),31099,0.0,25362.0,277.0,4802.0,0.008003333333333333,0.000554,0.21135,0.0,0.04601,D - Baixo
Santo Antônio de Leverger (MT),73389,0.0,400.0,30450.0,40000.0,0.06666666666666667,0.0609,0.0033333333333333335,0.0,0.04589166666666667,D - Baixo
Juína (MT),70358,870.0,450.0,32520.0,35750.0,0.059583333333333335,0.06504,0.00375,0.020312864814382443,0.045853786481438244,D - Baixo
Tanabi (SP),36304,20.0,26000.0,300.0,3000.0,0.005,0.0006,0.21666666666666667,0.00046696240952603317,0.04578002957428594,D - Baixo
Alto Araguaia (MT),64845,0.0,2518.0,15000.0,45422.0,0.07570333333333333,0.03,0.020983333333333333,0.0,0.04576316666666667,D - Baixo
Cajuru (SP),28977,2000.0,23000.0,100.0,3500.0,0.005833333333333334,0.0002,0.19166666666666668,0.046696240952603316,0.04567795742859367,D - Baixo
Casa Branca (SP),64395,160.0,17800.0,8950.0,14800.0,0.024666666666666667,0.0179,0.14833333333333334,0.0037356992762082653,0.0456152365942875,D - Baixo
Rosário do Sul (RS),78479,0.0,0.0,900.0,60000.0,0.1,0.0018,0.0,0.0,0.045450000000000004,D - Baixo
Batayporã (MS),55483,0.0,9902.0,14000.0,29250.0,0.04875,0.028,0.08251666666666667,0.0,0.04544083333333333,D - Baixo
Arroio Grande (RS),93540,0.0,0.0,1640.0,59460.0,0.0991,0.00328,0.0,0.0,0.045415,D - Baixo
Santo Antônio do Aracanguá (SP),34829,0.0,23524.0,300.0,8000.0,0.013333333333333334,0.0006,0.19603333333333334,0.0,0.04535666666666667,D - Baixo
Rio Paranaíba (MG),45126,13535.0,10.0,8600.0,12500.0,0.020833333333333332,0.0172,8.333333333333333e-05,0.3160168106467429,0.04529334773134096,D - Baixo
Guaraçaí (SP),30728,0.0,27000.0,300.0,106.0,0.00017666666666666666,0.0006,0.225,0.0,0.045229500000000006,D - Baixo
Itaqui (RS),137381,0.0,0.0,15000.0,50000.0,0.08333333333333333,0.03,0.0,0.0,0.045,D - Baixo
Rio Bananal (ES),22217,19100.0,50.0,70.0,0.0,0.0,0.00014,0.0004166666666666667,0.4459491010973617,0.044713243443069504,D - Baixo
Santiago (RS),67962,0.0,200.0,2773.0,57281.0,0.09546833333333334,0.005546,0.0016666666666666668,0.0,0.04468058333333333,D - Baixo
Sambaíba (MA),70205,0.0,29.0,20995.0,45410.0,0.07568333333333334,0.04199,0.00024166666666666667,0.0,0.044603333333333335,D - Baixo
Manoel Viana (RS),81920,0.0,0.0,6500.0,55000.0,0.09166666666666666,0.013,0.0,0.0,0.0445,D - Baixo
Pontal (SP),27960,0.0,26160.0,200.0,900.0,0.0015,0.0004,0.218,0.0,0.044375,D - Baixo
Luiziana (PR),92861,0.0,0.0,13600.0,50000.0,0.08333333333333333,0.0272,0.0,0.0,0.0443,D - Baixo
Piumhi (MG),38783,12620.0,8.0,16000.0,9000.0,0.015,0.032,6.666666666666667e-05,0.2946532804109269,0.04422866137442603,D - Baixo
Nova Lacerda (MT),62169,0.0,5.0,5400.0,55034.0,0.09172333333333334,0.0108,4.1666666666666665e-05,0.0,0.04398383333333333,D - Baixo
Pirassununga (SP),43220,0.0,22000.0,4300.0,6500.0,0.010833333333333334,0.0086,0.18333333333333332,0.0,0.04369166666666667,D - Baixo
Pitanga (PR),67302,0.0,20.0,3600.0,55800.0,0.093,0.0072,0.00016666666666666666,0.0,0.04368333333333334,D - Baixo
Mococa (SP),39440,2500.0,19000.0,3000.0,6000.0,0.01,0.006,0.15833333333333333,0.05837030119075414,0.043503696785742084,D - Baixo
São Lourenço do Sul (RS),80041,0.0,0.0,12000.0,50000.0,0.08333333333333333,0.024,0.0,0.0,0.0435,D - Baixo
Conquista (MG),44065,8.0,18800.0,1750.0,15000.0,0.025,0.0035,0.15666666666666668,0.00018678496381041327,0.04347701182971438,D - Baixo
Itajobi (SP),33775,8.0,26000.0,100.0,50.0,8.333333333333333e-05,0.0002,0.21666666666666667,0.00018678496381041327,0.043439511829714374,D - Baixo
São Francisco de Assis (RS),70992,0.0,12.0,1300.0,57000.0,0.095,0.0026,0.0001,0.0,0.04342,D - Baixo
Cerejeiras (RO),67615,29.0,20.0,26510.0,40000.0,0.06666666666666667,0.05302,0.00016666666666666666,0.000677095493812748,0.043356042882714614,D - Baixo
Colina (SP),30646,0.0,25120.0,900.0,1310.0,0.002183333333333333,0.0018,0.20933333333333334,0.0,0.043299166666666666,D - Baixo
Três Pontas (MG),21662,17571.0,5.0,1900.0,1700.0,0.0028333333333333335,0.0038,4.1666666666666665e-05,0.41024982488909645,0.04325831582224298,D - Baixo
Itapagipe (MG),29015,0.0,25000.0,160.0,1800.0,0.003,0.00032,0.20833333333333334,0.0,0.04309666666666667,D - Baixo
Promissão (SP),29059,30.0,24365.0,300.0,3000.0,0.005,0.0006,0.20304166666666668,0.0007004436142890498,0.04307837769476224,D - Baixo
Água Fria de Goiás (GO),75739,0.0,0.0,22000.0,42697.0,0.07116166666666666,0.044,0.0,0.0,0.04302275,D - Baixo
Cambé (PR),68610,140.0,25.0,32500.0,35200.0,0.058666666666666666,0.065,0.00020833333333333335,0.003268736866682232,0.04301854035333489,D - Baixo
Caçu (GO),28619,0.0,24012.0,700.0,3500.0,0.005833333333333334,0.0014,0.2001,0.0,0.042995,D - Baixo
Aparecida do Taboado (MS),34214,0.0,24323.0,396.0,3009.0,0.005015,0.000792,0.20269166666666666,0.0,0.042993083333333335,D - Baixo
Campina da Lagoa (PR),70583,0.0,0.0,30435.0,37000.0,0.06166666666666667,0.06087,0.0,0.0,0.0429675,D - Baixo
Bossoroca (RS),69398,0.0,70.0,3200.0,55000.0,0.09166666666666666,0.0064,0.0005833333333333334,0.0,0.04296666666666666,D - Baixo
São Pedro do Turvo (SP),56322,230.0,12000.0,16200.0,19000.0,0.03166666666666667,0.0324,0.1,0.005370067709549381,0.042887006770954944,D - Baixo
Guatapará (SP),26434,0.0,25391.0,372.0,460.0,0.0007666666666666667,0.000744,0.21159166666666668,0.0,0.042849333333333336,D - Baixo
Mateiros (TO),60699,0.0,3.0,7906.0,51725.0,0.08620833333333333,0.015812,2.5e-05,0.0,0.04275175,D - Baixo
Campinápolis (MT),60520,0.0,0.0,10000.0,50000.0,0.08333333333333333,0.02,0.0,0.0,0.042499999999999996,D - Baixo
Brejetuba (ES),18571,18000.0,0.0,300.0,0.0,0.0,0.0006,0.0,0.42026616857342985,0.04217661685734299,D - Baixo
Guaíra (PR),67673,0.0,15.0,33350.0,33955.0,0.056591666666666665,0.0667,0.000125,0.0,0.042166249999999995,D - Baixo
Candói (PR),76372,0.0,8.0,7250.0,51300.0,0.0855,0.0145,6.666666666666667e-05,0.0,0.042113333333333336,D - Baixo
Nova Aurora (PR),68203,0.0,5.0,32400.0,34190.0,0.05698333333333333,0.0648,4.1666666666666665e-05,0.0,0.04185083333333333,D - Baixo
Goioerê (PR),65817,0.0,340.0,30000.0,35000.0,0.058333333333333334,0.06,0.0028333333333333335,0.0,0.04181666666666667,D - Baixo
Tarumã (SP),35819,0.0,18900.0,8850.0,7700.0,0.012833333333333334,0.0177,0.1575,0.0,0.0417,D - Baixo
Lagoa da Confusão (TO),138639,0.0,0.0,4500.0,52342.0,0.08723666666666667,0.009,0.0,0.0,0.0415065,D - Baixo
Jari (RS),69280,0.0,8.0,1700.0,54000.0,0.09,0.0034,6.666666666666667e-05,0.0,0.04136333333333333,D - Baixo
Três Corações (MG),55515,8700.0,0.0,12000.0,20000.0,0.03333333333333333,0.024,0.0,0.20312864814382442,0.04131286481438244,D - Baixo
Engenheiro Beltrão (PR),66066,15.0,315.0,30200.0,34200.0,0.057,0.0604,0.002625,0.0003502218071445249,0.04131002218071445,D - Baixo
